,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed
77,78,Jun 27,True,HOU,"W,4-2",9.0,7,2,1,1,1,7,1,0,4.39,34,126,84,3,0,0,0,33,1,0,0,0,0,1,2,3,Alan Porter,"J.Montgomery (6-61-W), G.Gallegos (1-H), J.Hicks (1-Sv)"
78,79,Jun 28,True,HOU,"L,7-10",9.0,11,10,10,0,8,8,2,1,4.46,47,169,101,1,0,0,0,36,5,0,0,1,1,0,0,5,Jim Wolf,"M.Mikolas (6-36), A.Pallante (2-H), C.Stratton (9-H), G.Gallegos (0-BL), D.VerHagen (3)"
79,80,Jun 29,True,HOU,"L,0-14",9.0,18,14,14,0,8,8,2,0,4.58,52,218,125,3,1,0,0,44,4,0,0,0,0,0,0,5,Emil Jimenez,"A.Wainwright (4-17-L), S.Matz (4), J.Woodford (3), G.Cabrera (3), A.Burleson (99)"
80,81,Jul 1(1),True,NYY,"W,11-4",9.0,10,4,3,1,7,5,1,0,4.56,41,183,107,0,0,0,0,34,0,0,0,0,0,0,2,3,Lance Barksdale,"J.Flaherty (11-66-W), J.Naile (46), D.VerHagen (2)"
81,82,Jul 1(2),True,NYY,"L,2-6",9.0,10,6,6,0,3,4,0,0,4.58,39,125,82,4,0,0,0,33,1,1,0,1,2,0,2,4,Ryan Additon,"M.Liberatore (5-37-L), D.Hudson (99), C.Stratton (2), A.Pallante (2)"
82,83,Jul 2,True,NYY,"W,5-1",9.0,3,1,0,1,5,9,0,0,4.52,35,134,83,1,0,2,0,29,2,0,0,1,0,0,1,3,Dan Merzel,"J.Montgomery (4-71-W), G.Gallegos (3-H), J.Hicks (4)"
83,84,Jul 3,False,MIA,"L,4-5",8.0,6,5,5,0,2,4,0,0,4.54,30,117,75,2,2,0,1,28,3,0,0,0,0,0,0,3,CB Bucknor,"M.Mikolas (4-49), A.Pallante (1-BL), C.Stratton (1)"
84,85,Jul 4,False,MIA,"L,2-15",8.0,19,15,12,3,6,7,2,1,4.63,50,208,124,4,4,1,0,43,5,0,0,0,0,0,1,5,Ben May,"A.Wainwright (4-25-L), J.Romero (57), G.Cabrera (4), J.Naile (2), A.Burleson (4)"
85,86,Jul 5,False,MIA,"L,9-10",8.1,12,10,9,1,6,5,1,0,4.69,42,150,87,3,1,0,0,36,4,0,0,0,0,0,2,6,Jeff Nelson,"M.Liberatore (3-24), D.Hudson (3), S.Matz (5), C.Stratton (1), G.Gallegos (2), J.Hicks (2-BL)"
86,87,Jul 6,False,MIA,"W,3-0",9.0,9,0,0,0,2,7,0,0,4.63,37,135,93,3,0,0,0,35,2,0,0,0,0,0,1,4,Ryan Wills,"J.Flaherty (4-59-W), C.Stratton (0-H), G.Gallegos (0-H), J.Hicks (0-Sv)"
