,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed
146,147,Sep 15,False,LAA,"W,11-2",9.0,6,2,2,0,0,13,2,1,4.36,35,118,84,0,0,0,0,34,1,0,0,0,0,0,0,3,Jansen Visconti,"T.Skubal (5-76-W), M.Díaz (1), T.Wingenter (6)"
147,148,Sep 16,False,LAA,"W,5-4",10.0,6,4,4,0,3,18,3,0,4.35,39,158,103,0,0,0,0,36,0,0,0,0,0,0,0,5,Paul Clemons,"S.Gipson-Long (5-67), B.Brieske (3-H), J.Foley (1-H), A.Lange (3-BW), W.Vest (1-Sv)"
148,149,Sep 17,False,LAA,"W,5-3",9.0,6,3,3,0,3,11,1,0,4.34,36,132,89,1,0,0,0,33,2,0,0,0,0,0,0,6,Jeremy Riggs,"M.Díaz (1-51), J.Wentz (4-W), J.Cisnero (2-H), T.Holton (2-H), J.Foley (0-H), A.Lange (0-Sv)"
149,150,Sep 18,False,LAD,"L,3-8",8.0,9,8,8,0,3,7,3,0,4.37,35,157,102,2,0,1,0,31,0,0,0,0,1,0,0,4,Mark Ripperger,"E.Rodríguez (4-29-L), T.Wingenter (2), J.Cisnero (0), W.Vest (1)"
150,151,Sep 19,False,LAD,"L,2-3",8.2,11,3,3,0,3,4,1,1,4.36,40,141,82,5,1,1,0,36,2,0,0,0,0,0,1,5,David Arrieta,"M.Díaz (1-48), T.Holton (1), B.Brieske (2-H), J.Foley (1-H), A.Lange (1-BL)"
151,152,Sep 20,False,LAD,"W,4-2",9.0,3,2,2,0,3,9,1,0,4.35,34,143,86,1,1,0,0,31,1,0,0,0,0,1,0,3,Dan Bellino,"R.Olson (5-67-W), M.Díaz (0-H), W.Vest (1-Sv)"
152,153,Sep 21,False,OAK,"W,7-3",9.0,5,3,3,0,1,12,1,0,4.34,31,125,90,0,0,0,0,30,1,0,0,0,0,0,2,2,Dan Merzel,"T.Skubal (5-82-W), B.Hanifee (99)"
153,154,Sep 22,False,OAK,"L,2-8",8.0,9,8,7,1,4,9,2,1,4.36,38,157,93,2,2,2,1,32,2,0,0,0,1,1,0,5,Todd Tichenor,"S.Gipson-Long (5-56), W.Vest (1-BL), T.Holton (2), T.Wingenter (3), J.Cisnero (3)"
154,155,Sep 23,False,OAK,"L,1-4",8.0,6,4,4,0,2,6,1,0,4.36,30,124,82,1,0,1,0,28,1,0,0,0,0,0,2,3,Brian Walsh,"M.Díaz (2-54), J.Wentz (5-L), J.Foley (3)"
155,156,Sep 24,False,OAK,"W,2-0",9.0,7,0,0,0,4,8,0,0,4.33,35,123,77,1,0,3,1,31,3,0,0,0,0,0,2,3,Brian Knight,"E.Rodríguez (5-68-W), J.Foley (0-H), A.Lange (4-Sv)"
156,157,Sep 26,True,KCR,"W,6-3",9.0,8,3,2,1,3,12,0,0,4.32,36,152,103,1,0,0,2,33,0,1,0,0,0,1,1,4,John Tumpane,"R.Olson (5-58), T.Holton (3), J.Foley (1-W), B.Brieske (6)"
157,158,Sep 27 susp,True,KCR,"W,8-0",9.0,4,0,0,0,0,10,0,0,4.29,31,117,84,0,0,0,0,31,1,0,0,0,0,0,0,4,Alex MacKay,"T.Skubal (5-66), M.Díaz (3-W), B.Hanifee (5), T.Wingenter (4)"
158,159,Sep 28,True,KCR,"W,7-3",9.0,6,3,2,1,2,9,1,0,4.27,36,143,97,0,0,1,0,34,1,0,0,0,0,1,0,5,Brock Ballou,"S.Gipson-Long (5-53), W.Vest (5), J.Cisnero (5-W), J.Foley (1), A.Lange (3)"
159,160,Sep 29,True,CLE,"L,5-7",9.0,13,7,7,0,5,8,2,0,4.29,43,147,97,1,0,3,1,38,4,0,0,0,0,0,1,5,John Libka,"J.Wentz (5-12-L), A.Vasquez (32), T.Wingenter (1), T.Holton (2), J.Cisnero (0)"
160,161,Sep 30,True,CLE,"W,8-0",9.0,8,0,0,0,4,7,0,1,4.26,39,163,114,3,0,1,0,34,1,0,0,0,0,0,0,7,Angel Hernandez,"W.Vest (1-51), M.Díaz (2), B.Brieske (3-W), T.Holton (0-H), A.Lange (1-H), A.Vasquez (0), B.Hanifee (2)"
161,162,Oct 1,True,CLE,"W,5-2",9.0,5,2,1,1,1,8,1,0,4.24,34,118,81,0,0,1,0,33,1,0,0,0,0,1,0,3,John Bacon,"E.Rodríguez (6-67-W), W.Vest (0-H), A.Lange (0-Sv)"
