,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed
80,81,Jul 1,True,MIN,"L,0-1",9.0,7,1,1,0,2,12,1,0,4.29,34,131,82,0,0,0,1,32,0,0,0,0,0,0,1,4,Andy Fletcher,"K.Bradish (5-60-L), M.Baumann (2), D.Coulombe (2), Y.Cano (2)"
81,82,Jul 2,True,MIN,"W,2-1",9.0,6,1,1,0,3,6,0,1,4.25,36,138,82,0,0,0,0,32,2,0,0,0,0,0,1,4,Mike Estabrook,"C.Irvin (5-49), B.Baker (4), C.Pérez (1-W), F.Bautista (3-Sv)"
82,83,Jul 3,False,NYY,"L,3-6",8.0,11,6,6,0,2,5,3,0,4.27,35,129,83,3,2,0,0,32,3,0,0,1,0,0,1,5,Tom Hanahan,"T.Wells (5-56), M.Baumann (1-H), Y.Cano (1-BL), D.Coulombe (1), C.Vallimont (99)"
83,84,Jul 4,False,NYY,"L,4-8",8.0,7,8,7,1,6,8,2,1,4.31,38,152,93,2,2,0,0,30,4,0,1,0,1,1,1,4,Gabe Morales,"K.Gibson (5-50-L), N.Vespi (3), B.Baker (1), B.Zimmermann (3)"
84,85,Jul 5,False,NYY,"W,6-3",9.0,6,3,2,1,2,12,2,0,4.29,34,138,89,1,0,0,0,32,0,0,0,0,0,0,0,3,Adam Beck,"D.Kremer (4-72-W), Y.Cano (1-H), F.Bautista (2-Sv)"
85,86,Jul 6,False,NYY,"W,14-1",9.0,7,1,1,0,2,6,0,0,4.25,34,133,83,0,0,0,0,32,1,0,0,0,0,0,1,3,Dan Iassogna,"K.Bradish (4-69-W), N.Vespi (1), E.Bazardo (99)"
86,87,Jul 7,False,MIN,"W,3-1",10.0,5,1,1,0,2,8,0,0,4.2,35,140,91,3,1,1,1,33,1,0,0,0,0,0,1,5,Mike Muchlinski,"C.Irvin (4-67), M.Baumann (3-BSv), D.Coulombe (3), Y.Cano (1), F.Bautista (1-W)"
87,88,Jul 8,False,MIN,"W,6-2",9.0,9,2,2,0,3,7,0,0,4.18,37,138,94,0,0,0,0,34,5,0,0,0,0,0,2,3,Ben May,"T.Wells (4-54-W), B.Baker (3), D.Coulombe (0)"
88,89,Jul 9,False,MIN,"W,15-2",9.0,4,2,2,0,1,12,1,1,4.15,33,127,83,0,0,0,0,31,2,0,0,0,0,0,0,3,Jeff Nelson,"K.Gibson (4-73-W), N.Vespi (2), E.Bazardo (2)"
89,90,Jul 14,True,MIA,"W,5-2",9.0,5,2,2,0,2,11,1,1,4.13,35,140,90,0,0,0,0,32,1,0,0,0,0,1,1,4,John Libka,"D.Kremer (8-70-W), B.Baker (5-H), Y.Cano (6-H), F.Bautista (6-Sv)"
90,91,Jul 15,True,MIA,"W,6-5",9.0,11,5,5,0,3,3,0,0,4.14,41,133,88,1,0,0,0,37,1,1,0,0,1,0,1,4,James Hoye,"K.Gibson (5-29), M.Baumann (7-W), Y.Cano (0-H), F.Bautista (0-Sv)"
91,92,Jul 16,True,MIA,"W,5-4",9.0,8,4,4,0,1,8,0,1,4.14,37,144,101,2,1,0,0,35,4,0,0,0,0,0,0,4,D.J. Reyburn,"K.Bradish (9-79-W), B.Baker (1), E.Bazardo (6), D.Coulombe (7-Sv)"
92,93,Jul 17,True,LAD,"L,4-6",9.0,11,6,6,0,3,5,1,0,4.16,38,158,99,3,2,0,1,35,1,1,0,0,0,0,1,4,David Rackley,"G.Rodriguez (51-39), B.Baker (0-BL), M.Baumann (1), N.Vespi (7)"
93,94,Jul 18,True,LAD,"L,3-10",9.0,13,10,9,1,8,11,1,1,4.21,52,195,127,2,2,2,0,43,2,0,0,0,0,1,0,4,Chris Guccione,"T.Wells (9-24-L), C.Irvin (10), C.Pérez (15), M.Baumann (0)"
94,95,Jul 19,True,LAD,"W,8-5",9.0,7,5,5,0,4,6,2,0,4.22,37,138,85,1,0,0,0,33,1,0,0,0,0,0,1,4,Edwin Moscoso,"D.Kremer (4-33), D.Coulombe (2-W), Y.Cano (3-H), F.Bautista (3-Sv)"
95,96,Jul 20,False,TBR,"W,4-3",10.0,9,3,3,0,3,13,0,2,4.2,41,146,99,2,2,1,0,36,2,0,0,0,0,0,2,4,Junior Valentine,"K.Gibson (4-52), Y.Cano (0-BSv), B.Baker (2), F.Bautista (0-W)"
96,97,Jul 21,False,TBR,"L,0-3",8.0,7,3,3,0,1,8,2,0,4.19,32,116,77,0,0,0,0,31,2,0,0,0,0,0,0,3,Manny Gonzalez,"K.Bradish (4-56-L), S.Fujinami (2), C.Pérez (2)"
97,98,Jul 22,False,TBR,"W,6-5",9.0,7,5,5,0,4,10,0,0,4.2,35,156,92,4,1,1,1,31,1,0,0,0,0,0,0,6,Adrian Johnson,"G.Rodriguez (4-59), D.Coulombe (2-H), Y.Cano (1-H), S.Fujinami (0-BSv), C.Pérez (0-W), F.Bautista (1-Sv)"
98,99,Jul 23,False,TBR,"W,5-3",9.0,3,3,3,0,6,11,1,2,4.19,38,146,86,0,0,0,0,30,0,0,0,0,0,0,0,4,Jeremy Riggs,"T.Wells (4-50), M.Baumann (4-W), Y.Cano (0-H), F.Bautista (0-Sv)"
